OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,ZuschlagPr,Shape_Length
13833,142492117,5141,service, , ,B,0,0,F,F,0,0,000357143
13834,142519387,5122,residential,Schlautstiege, ,B,0,0,F,F,0,0,000809118
13835,142519995,5141,service, , ,B,0,0,F,F,0,0,00067167
13836,142526947,5141,service, , ,B,0,0,F,F,0,0,000677541
13837,142717199,5141,service, , ,B,0,0,F,F,0,0,000697003
13838,142717667,5141,service, , ,B,0,0,F,F,0,0,00077023
13839,142718304,5141,service, , ,B,0,0,F,F,0,0,000743868
13840,142718305,5141,service, , ,B,0,0,F,F,0,0,00054544
13841,142718306,5141,service, , ,B,0,0,F,F,0,0,00077241
13842,142718307,5141,service, , ,B,0,0,F,F,0,0,000488768
13843,142718308,5141,service, , ,B,0,0,F,F,0,0,000714102
13844,142718309,5141,service, , ,B,0,0,F,F,0,0,000411073
13845,142718310,5141,service, , ,B,0,0,F,F,0,0,000650139
13846,142718311,5141,service, , ,B,0,0,F,F,0,0,000606928
13847,142718312,5141,service, , ,B,0,0,F,F,0,0,000790521
13848,142718313,5141,service, , ,B,0,0,F,F,0,0,000382063
13849,142718314,5141,service, , ,B,0,0,F,F,0,0,000743636
13850,142771716,5115,tertiary,Holtmannsweg,K 7,B,50,0,F,F,0,0,003243485
13851,142771717,5115,tertiary,Zum Rieselfeld,K 7,B,30,0,F,F,0,0,000488622
13852,143319061,5123,living_street,Morthorststraße, ,B,0,0,F,F,0,0,001014058
13853,143323416,5121,unclassified,Vogelsang, ,B,0,0,F,F,0,0,000970973
13854,143323417,5121,unclassified,Vogelsang, ,B,50,0,F,F,0,0,033326765
13855,143542642,5141,service, , ,F,0,0,F,F,0,0,001431413
13857,144195005,5141,service, , ,B,0,0,F,F,0,0,002388
13858,144508784,5141,service, , ,B,0,0,F,F,0,0,002309318
13859,144508786,5141,service, , ,B,0,0,F,F,0,0,001538622
13860,144508787,5142,track, , ,B,0,0,F,F,0,0,003014374
13861,144554600,5141,service,Im Derdel, ,B,0,0,F,F,0,0,000609798
13862,144554601,5141,service, , ,B,0,0,F,F,0,0,002240192
13863,144554603,5122,residential,Richters Mühle, ,B,0,0,F,F,0,0,000568202
13864,144554606,5141,service, , ,B,0,0,F,F,0,0,001050477
13865,144634850,5154,path, , ,B,0,0,F,F,0,0,000543049
13866,144856847,5141,service, , ,B,0,0,F,F,0,0,000503161
13867,144859021,5141,service, , ,B,0,0,F,F,0,0,001197115
13868,144859022,5141,service, , ,B,0,0,F,F,0,0,000380853
13869,144894521,5141,service, , ,B,0,0,F,F,0,0,000477684
13870,144902750,5141,service, , ,B,0,0,F,F,0,0,000504372
13871,144902751,5141,service, , ,B,0,0,F,F,0,0,000618225
13872,144902752,5141,service, , ,B,0,0,F,F,0,0,001650641
13873,144902753,5141,service, , ,B,0,0,F,F,0,0,000630246
13874,144902754,5141,service, , ,B,0,0,F,F,0,0,001173003
13875,144902755,5141,service, , ,B,0,0,F,F,0,0,000969517
13876,144902756,5141,service, , ,B,0,0,F,F,0,0,001504404
13877,144902936,5141,service, , ,B,0,0,F,F,0,0,001310184
13878,144903601,5141,service, , ,B,0,0,F,F,0,0,001178081
13879,144903602,5145,track_grade3, , ,B,0,0,F,F,0,0,002277676
13880,144903603,5141,service, , ,B,0,0,F,F,0,0,000710148
13881,144910367,5144,track_grade2, , ,B,0,0,F,F,0,0,004889058
13882,144940669,5114,secondary,Dingbängerweg,K 5,B,50,0,F,F,0,0,004677455
13883,144940675,5114,secondary,Dingbängerweg,K 5,B,50,0,F,F,0,0,000953573
13884,144940682,5115,tertiary,Dingbängerweg,K 5,B,50,0,F,F,0,0,003652203
13885,144986004,5141,service, , ,B,0,0,F,F,0,0,001623513
13886,144986623,5141,service, , ,B,0,0,F,F,0,0,000961184
13889,145016900,5141,service, , ,B,0,0,F,F,0,0,000863745
13891,145016902,5141,service, , ,B,0,0,F,F,0,0,000907069
13892,145016903,5141,service, , ,B,0,0,F,F,0,0,000795891
13893,145016904,5141,service, , ,B,0,0,F,F,0,0,000949328
13894,145016905,5141,service, , ,B,0,0,F,F,0,0,000431815
13895,145016906,5141,service, , ,B,0,0,F,F,0,0,001164393
13896,145016907,5144,track_grade2, , ,B,0,0,F,F,0,0,000914031
13897,145017512,5141,service, , ,B,0,0,F,F,0,0,000784102
13898,145017516,5141,service, , ,B,0,0,F,F,0,0,000870784
13899,145017518,5141,service, , ,B,0,0,F,F,0,0,000778419
13900,145024081,5122,residential,Allensteiner Straße, ,B,30,0,F,F,0,0,000928567
13901,145032115,5123,living_street,An der Meerwiese, ,B,10,0,F,F,0,0,000746588
13902,145032117,5123,living_street,An der Meerwiese, ,B,10,0,F,F,0,0,00220502
13903,145058613,5144,track_grade2, , ,B,0,0,F,F,0,0,0141267
13905,145058625,5154,path, , ,B,0,0,F,F,0,9,37362E-05
13906,145058626,5154,path, , ,B,0,0,F,F,0,0,000199759
13907,145058640,5144,track_grade2, , ,B,0,1,T,F,0,0,000224623
13908,145058651,5154,path, , ,B,0,0,F,F,0,8,28969E-05
13909,145058654,5146,track_grade4, , ,B,0,0,F,F,0,0,000653001
13910,145058662,5144,track_grade2, , ,B,0,0,F,F,0,0,003028012
13911,145058666,5144,track_grade2, , ,B,0,0,F,F,0,0,003854196
13912,145058675,5144,track_grade2, , ,B,0,0,F,F,0,0,007057106
13913,145058688,5144,track_grade2, , ,B,0,0,F,F,0,0,008436832
13915,145080277,5141,service, , ,B,0,0,F,F,0,0,001432724
13916,145157821,5113,primary,Schifffahrter Damm,B 481,B,70,1,T,F,0,0,000193114
13917,145157822,5113,primary,Schifffahrter Damm,B 481,B,70,0,F,F,0,0,004623432
13918,145157823,5141,service, , ,B,0,0,F,F,0,0,000163212
13919,145157824,5154,path, , ,B,0,0,F,F,0,0,005187883
13920,145158257,5141,service, , ,B,0,0,F,F,0,6,89961E-05
13921,145158258,5141,service, , ,B,0,-1,F,T,0,0,000250533
13923,145164050,5141,service, , ,B,0,0,F,F,0,0,000716008
13924,145164051,5141,service, , ,B,0,0,F,F,0,0,004863897
13925,145164054,5141,service, , ,B,0,0,F,F,0,0,000433535
13926,145164055,5144,track_grade2, , ,B,0,0,F,F,0,0,00086817
13927,145238750,5123,living_street,Meyerbeerstraße, ,B,0,0,F,F,0,0,000451763
13928,145238752,5123,living_street,Meyerbeerstraße, ,B,0,0,F,F,0,0,000445986
13930,145344747,5122,residential,Schmeddingstraße, ,B,50,0,F,F,0,0,000240763
13931,145428801,5141,service, , ,B,0,0,F,F,0,0,00335489
13932,145428802,5154,path, , ,B,0,0,F,F,0,0,000727304
13933,145428803,5154,path, , ,B,0,0,F,F,0,0,000149288
13934,145428804,5141,service, , ,B,0,0,F,F,0,0,009369044
13935,145428805,5141,service, , ,B,0,0,F,F,0,0,000809079
13936,145428806,5141,service, , ,B,0,0,F,F,0,0,000368322
13937,145428807,5141,service, , ,B,0,0,F,F,0,0,000226703
13938,145428808,5141,service, , ,B,0,0,F,F,0,0,000362537
13939,145428809,5141,service, , ,B,0,0,F,F,0,0,000360643
13940,145428810,5141,service, , ,B,0,0,F,F,0,0,000471445
13941,145428811,5141,service, , ,B,0,0,F,F,0,0,000355125
13942,145428812,5141,service, , ,B,0,0,F,F,0,0,00041826
13943,145428813,5141,service, , ,B,0,0,F,F,0,0,000561004
13944,145428814,5141,service, , ,B,0,0,F,F,0,0,000464295
13945,145428815,5141,service, , ,B,0,0,F,F,0,0,000609141
13946,145428816,5154,path, , ,B,0,0,F,F,0,0,000140031
13947,145428817,5141,service, , ,B,0,0,F,F,0,0,001013429
13948,145428818,5141,service, , ,B,0,0,F,F,0,0,001321897
13949,145428819,5141,service, , ,B,0,0,F,F,0,0,002326856
13950,145428820,5141,service, , ,B,0,0,F,F,0,0,000896902
13951,145428821,5154,path, , ,B,0,0,F,F,0,0,000205549
13952,145428822,5141,service, , ,B,0,0,F,F,0,0,001559556
13953,145428823,5141,service, , ,B,0,0,F,F,0,0,001165047
13954,145428832,5154,path, , ,B,0,0,F,F,0,9,26148E-05
13955,145430484,5141,service, , ,B,0,0,F,F,0,0,005239956
13956,145430485,5141,service, , ,B,0,0,F,F,0,0,001269785
13957,145455418,5141,service, , ,B,0,0,F,F,0,0,003090135
13958,145455421,5141,service, , ,B,0,0,F,F,0,0,001070549
13959,145455422,5141,service, , ,B,0,0,F,F,0,0,001539863
13961,145455431,5141,service, , ,B,0,0,F,F,0,0,001081139
13962,145456643,5146,track_grade4, , ,B,0,0,F,F,0,0,005510177
13963,145456644,5146,track_grade4, , ,B,0,0,F,F,0,0,009993813
13968,145498894,5154,path, , ,B,0,0,F,F,0,0,000141882
13971,145562705,5143,track_grade1, , ,B,0,0,F,F,0,0,000185014
13972,145562706,5141,service, , ,B,0,0,F,F,0,0,00883998
13973,145562709,5141,service, , ,B,0,0,F,F,0,0,002488373
13974,145562711,5141,service, , ,B,0,0,F,F,0,0,021602572
13975,145562714,5141,service, , ,B,0,0,F,F,0,0,002078907
13976,145562715,5141,service, , ,B,0,0,F,F,0,0,002328069
13977,145562837,5141,service, , ,B,0,0,F,F,0,0,000868359
13978,145622986,5141,service, , ,B,0,0,F,F,0,0,000183096
13979,145632493,5121,unclassified,Wöstebach, ,B,50,0,F,F,0,0,005281836
13980,145663000,5141,service, , ,B,0,0,F,F,0,0,000918957
13981,145663001,5141,service, , ,B,0,0,F,F,0,0,001246911
13982,145663002,5141,service, , ,B,0,0,F,F,0,0,002750789
13983,145663004,5121,unclassified, , ,B,0,0,F,F,0,0,001590724
13984,145663005,5141,service, , ,B,0,0,F,F,0,0,000379802
13985,145663006,5141,service, , ,B,0,0,F,F,0,0,000164707
13986,145663007,5141,service, , ,B,0,0,F,F,0,0,000108857
13987,145663008,5141,service, , ,B,0,0,F,F,0,0,00764653
13988,145663009,5141,service, , ,F,10,0,F,F,0,0,000180204
13989,145663010,5141,service, , ,B,0,0,F,F,0,0,000321734
13990,145663011,5121,unclassified, , ,B,0,0,F,F,0,0,000700368
13991,145663012,5141,service, , ,B,0,0,F,F,0,0,00075898
13992,145663013,5141,service, , ,B,0,0,F,F,0,0,000663195
13993,145663014,5141,service, , ,B,0,0,F,F,0,0,001367296
13994,145665138,5141,service, , ,B,0,0,F,F,0,0,004346748
13995,145699477,5141,service, , ,B,0,0,F,F,0,0,000242803
13996,145729536,5141,service, , ,B,0,0,F,F,0,0,001124293
13997,145729537,5141,service, , ,B,0,0,F,F,0,0,001636681
13998,145729541,5141,service, , ,B,0,0,F,F,0,0,000362355
13999,145729542,5141,service, , ,B,0,0,F,F,0,0,000325271
14001,145731393,5141,service, , ,B,0,0,F,F,0,0,000506834
14002,145731395,5141,service, , ,B,0,0,F,F,0,0,0007645
14003,145731399,5141,service, , ,B,0,0,F,F,0,0,00099689
14004,145748844,5154,path, , ,B,0,0,F,F,0,0,002179522
14005,145748850,5154,path, , ,B,0,0,F,F,0,0,002030486
14006,145788159,5115,tertiary, , ,B,50,0,F,F,0,0,000954223
14007,145788161,5115,tertiary,Westhoffstraße, ,B,0,0,F,F,0,0,000864541
14010,145836926,5141,service, , ,B,0,0,F,F,0,0,001578139
14011,145836929,5141,service, , ,B,0,0,F,F,0,0,000142493
14012,145836931,5141,service, , ,B,0,0,F,F,0,0,005395638
14014,146060257,5141,service, , ,B,0,0,F,F,0,0,002330753
14015,146060258,5141,service, , ,B,0,0,F,F,0,0,002151456
14020,146329228,5141,service, , ,B,0,0,F,T,0,0,0001289
14021,146329232,5141,service, , ,B,0,0,F,F,0,0,000101675
14022,146329233,5141,service, , ,B,0,0,F,F,0,0,000485729
14023,146329235,5141,service, , ,B,0,0,F,F,0,0,000122775
14024,146329236,5141,service, , ,B,0,0,F,T,0,0,000116929
14025,146344607,5154,path, , ,B,0,0,F,F,0,0,000525001
14026,146457455,5122,residential,Hegerskamp, ,B,30,0,F,F,0,0,00116253
14027,146458917,5114,secondary,Freckenhorster Straße,L 793,B,100,0,F,F,0,0,015997805
14028,146458930,5114,secondary, ,L 793,B,100,0,F,F,0,0,008053736
14029,146577746,5122,residential,Neubrückenstraße, ,B,30,1,T,F,0,9,24315E-05
14030,146577747,5122,residential,Neubrückenstraße, ,B,30,0,F,F,0,6,51401E-05
14031,146577748,5122,residential,Spiekerhof, ,F,0,0,F,F,0,9,51462E-05
14032,146577749,5122,residential,Spiekerhof, ,F,0,0,F,F,0,0,000140086
14033,147016930,5141,service, , ,B,0,0,F,F,0,0,000424889
14035,147046746,5141,service, , ,B,0,0,F,F,0,0,001134196
14043,147060140,5122,residential,Alter Fischmarkt, ,B,0,0,F,F,0,0,000413244
14051,147225402,5141,service, , ,B,0,0,F,F,0,0,000384128
14052,147225404,5141,service, , ,B,0,0,F,F,0,0,00046094
14060,147226917,5141,service, , ,B,0,0,F,F,0,0,000496191
14061,147226918,5141,service, , ,B,0,0,F,F,0,0,000627907
14062,147226919,5141,service, , ,B,0,0,F,F,0,0,000422916
14063,147238857,5114,secondary,Eisenbahnstraße,K 8,B,50,0,F,F,0,0,000330141
14064,147250894,5141,service, , ,B,0,0,F,F,0,0,000917098
14066,147250902,5141,service, , ,B,0,0,F,F,0,0,001129964
14067,147250905,5122,residential,Westhoffstraße, ,B,50,0,F,F,0,0,000398176
14068,147250907,5141,service, , ,B,0,0,F,F,0,0,0006158
14069,147251083,5121,unclassified,Nottulner Landweg, ,B,50,0,F,F,0,0,007320795
14070,147251444,5114,secondary,Pienersallee,L 529,B,50,0,F,F,0,0,000412877
14072,147275123,5141,service, , ,B,0,0,F,F,0,0,000151598
14073,147392396,5114,secondary,Wolbecker Straße,K 9,B,50,0,F,F,0,0,000428779
14074,147392397,5114,secondary,Wolbecker Straße,K 9,B,50,0,F,F,0,0,000391341
14075,147392398,5114,secondary,Wolbecker Straße,K 9,B,50,0,F,F,0,5,72103E-05
14076,147411970,5114,secondary,Hafenstraße,K 9,B,50,0,F,F,0,0,000605219
14077,147412181,5154,path, , ,B,0,0,F,F,0,0,000443705
14078,147435604,5154,path, , ,B,0,0,F,F,0,0,00054224
14079,147435606,5141,service, , ,B,0,0,F,F,0,0,000649879
14080,147435607,5154,path, , ,B,0,0,F,F,0,0,000253863
14081,147435608,5154,path, , ,B,0,0,F,F,0,6,2709E-05
14082,147435609,5154,path, , ,B,0,0,F,F,0,0,000146166
14083,147435610,5154,path, , ,B,0,0,F,F,0,0,000917533
14084,147435611,5154,path, , ,B,0,0,F,F,0,0,001221912
14085,147435612,5154,path, , ,B,0,0,F,F,0,0,000108339
14086,147435613,5154,path, , ,B,0,0,F,F,0,0,000441971
14087,147435614,5141,service, , ,B,0,0,F,F,0,0,000393227
14088,147435615,5154,path, , ,B,0,0,F,F,0,5,85355E-05
14089,147435616,5141,service, , ,B,0,0,F,F,0,0,000371893
14090,147435617,5154,path, , ,B,0,0,F,F,0,0,000143764
14091,147435618,5141,service, , ,B,0,0,F,F,0,0,00050355
14092,147435621,5154,path, , ,B,0,0,F,F,0,0,000224457
14093,147435625,5154,path, , ,B,0,0,F,F,0,0,000658005
14094,147445558,5141,service, , ,B,0,0,F,F,0,0,000450922
14095,147445559,5141,service, , ,B,0,0,F,F,0,0,000503927
14096,147445560,5141,service, , ,B,0,0,F,F,0,0,000482605
14097,147456781,5122,residential,Hummelbrink, ,B,50,0,F,F,0,0,003928897
14098,147456784,5141,service, , ,B,0,0,F,F,0,0,00074975
14099,147456785,5141,service, , ,F,0,0,F,F,0,0,001228832
14100,147507710,5115,tertiary,Albert-Schweitzer-Straße, ,F,50,0,F,F,0,0,001087352
14101,147507711,5121,unclassified,Horstmarer Landweg, ,B,50,0,F,F,0,0,000160985
14102,147518677,5141,service, , ,B,0,0,F,F,0,0,002199234
14103,147518678,5141,service, , ,B,0,0,F,F,0,0,000958503
14104,147518679,5114,secondary,Wolbecker Straße,K 9,B,50,0,F,F,0,0,000122924
14105,147518680,5141,service, , ,F,0,0,F,F,0,0,000123825
14106,147533440,5141,service, , ,B,0,0,F,T,0,9,48536E-05
14107,147533441,5141,service, , ,B,0,0,F,F,0,0,001646231
14108,147533443,5141,service, , ,B,0,0,F,F,0,0,000792411
14109,147533444,5141,service, , ,B,0,0,F,F,0,0,000284536
14110,147533506,5141,service, , ,B,0,0,F,F,0,0,000358436
14112,147543348,5141,service, , ,B,0,0,F,F,0,0,000289672
14113,147543349,5141,service, , ,B,0,0,F,F,0,0,003140333
14114,147543351,5143,track_grade1, , ,B,0,0,F,F,0,0,001028698
14115,147543352,5141,service, , ,B,0,0,F,F,0,0,004984373
14116,147543356,5141,service, , ,B,0,0,F,F,0,0,000773917
14117,147543357,5141,service, , ,B,0,0,F,F,0,0,00207621
14118,147543358,5141,service, , ,B,0,0,F,F,0,0,001894775
14119,147548202,5154,path, , ,B,0,0,F,F,0,0,000881657
14121,147548206,5141,service, , ,B,0,0,F,F,0,0,001399526
14122,147548209,5154,path, , ,B,0,0,F,F,0,0,00071904
14123,147548212,5154,path, , ,B,0,0,F,F,0,0,000356274
14124,147548213,5154,path, , ,B,0,0,F,F,0,0,000580666
14125,147548218,5154,path, , ,B,0,0,F,F,0,0,000104938
14126,147548220,5122,residential,Schlagholz, ,B,30,0,F,F,0,0,000380048
14127,147548223,5141,service, , ,B,0,0,F,F,0,0,000549284
14128,147548225,5154,path, , ,B,0,0,F,F,0,0,000777816
14129,147548230,5154,path, , ,B,0,0,F,F,0,9,74248E-05
14130,147548231,5141,service, , ,B,0,0,F,F,0,0,000128177
14131,147548232,5141,service, , ,B,0,0,F,F,0,0,000627691
14132,147548235,5154,path, , ,B,0,0,F,F,0,8,03498E-05
14133,147548237,5154,path, , ,B,0,0,F,F,0,6,52646E-05
14134,147548241,5154,path, , ,B,0,0,F,F,0,0,000463129
14135,147548243,5141,service, , ,B,0,0,F,F,0,0,000105264
14136,147548244,5154,path, , ,B,0,0,F,F,0,0,000230278
14137,147548245,5154,path, , ,B,0,0,F,F,0,0,000854192
14138,147548250,5154,path, , ,B,0,0,F,F,0,0,00097421
14139,147548253,5141,service, , ,B,0,0,F,F,0,0,00237863
14140,147548258,5154,path, , ,B,0,0,F,F,0,0,000303948
14141,147548259,5154,path, , ,B,0,0,F,F,0,0,000493996
14142,147548262,5141,service, , ,B,0,0,F,F,0,0,000588359
14143,147548264,5154,path, , ,B,0,0,F,F,0,0,000164004
14144,147548265,5154,path, , ,B,0,0,F,F,0,0,000311566
14145,147548266,5154,path, , ,B,0,0,F,F,0,0,000490277
14146,147548267,5141,service, , ,B,0,0,F,F,0,0,000386339
14147,147548268,5154,path, , ,B,0,0,F,F,0,0,000454555
14148,147548269,5141,service, , ,B,0,0,F,F,0,0,000556076
14149,147548270,5154,path, , ,B,0,0,F,F,0,0,000374939
14150,147548271,5154,path, , ,B,0,0,F,F,0,0,000690877
14151,147548272,5154,path, , ,B,0,0,F,F,0,0,001293769
14152,147548273,5141,service, , ,B,0,0,F,F,0,0,000717008
14153,147548274,5141,service, , ,B,0,0,F,F,0,0,001937317
14154,147548275,5141,service, , ,B,0,0,F,F,0,0,00176953
14155,147548276,5141,service, , ,B,0,0,F,F,0,0,000619433
14156,147548279,5154,path, , ,B,0,0,F,F,0,0,000233394
14159,147549216,5154,path, , ,B,0,0,F,F,0,0,000266346
14160,147549217,5154,path, , ,B,0,0,F,F,0,0,000246364
14162,147549219,5154,path, , ,B,0,0,F,F,0,0,001731491
14163,147549220,5141,service, , ,B,0,0,F,F,0,0,000341508
14165,147549222,5141,service, , ,B,0,0,F,F,0,0,000126831
14166,147559788,5154,path, , ,B,0,0,F,F,0,0,001142938
14167,147559789,5154,path, , ,B,0,0,F,F,0,0,000191502
14168,147559790,5154,path, , ,B,0,0,F,F,0,8,6444E-05
14169,147559791,5154,path, , ,B,0,0,F,F,0,0,000220555
14170,147562576,5141,service, , ,B,0,0,F,F,0,0,000200146
14171,147562577,5122,residential,Burgwall, ,B,0,0,F,F,0,0,000421593
14172,147562579,5141,service, , ,B,0,0,F,F,0,0,00057102
14173,147562580,5141,service, , ,B,0,0,F,F,0,0,00203687
14174,147563750,5141,service, , ,B,0,0,F,F,0,0,000419094
14175,147563751,5122,residential,Fleigestraße, ,B,0,0,F,F,0,0,000474407
14176,147571180,5115,tertiary,Hohe Geest, ,B,50,0,F,F,0,5,12077E-05
14177,147571181,5141,service, , ,B,0,0,F,F,0,0,000619809
14178,147571182,5141,service, , ,B,0,0,F,F,0,0,000428964
14179,147572741,5141,service, , ,B,0,0,F,F,0,0,002236716
14180,147572743,5141,service, , ,B,0,0,F,F,0,0,002442011
14181,147572747,5121,unclassified,Schrotbrei, ,B,0,0,F,F,0,0,002273147
14182,147572748,5141,service, , ,B,0,0,F,F,0,0,000864479
14183,147572750,5141,service, , ,B,0,0,F,F,0,0,002289379
14184,147614437,5121,unclassified,Hünenburg, ,B,0,0,F,F,0,0,004832593
14185,147614438,5141,service, , ,B,0,0,F,F,0,0,000992381
14186,147614439,5154,path, , ,B,0,0,F,F,0,0,000206138
14187,147614440,5154,path, , ,B,0,0,F,F,0,0,000395653
14188,147614441,5141,service, , ,B,0,0,F,F,0,0,000468189
14189,147614442,5141,service, , ,B,0,0,F,F,0,0,000339715
14190,147614443,5141,service, , ,B,0,0,F,F,0,0,000939891
14191,147634064,5113,primary,Orléans-Ring,B 54,F,50,0,F,F,0,0,000128139
14192,147634065,5122,residential,Schmeddingstraße, ,B,50,0,F,F,0,0,000138599
14193,147634068,5114,secondary,Von-Esmarch-Straße,L 843,F,50,0,F,F,0,0,000612557
14194,147662449,5141,service, , ,B,0,0,F,F,0,0,002227637
14195,147662452,5144,track_grade2, , ,B,0,0,F,F,0,0,002014203
14196,148041931,5122,residential,Moselstraße, ,B,30,0,F,F,0,0,00162524
14197,148052856,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,002183233
14198,148052861,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,0001304
14201,148052873,5114,secondary,Albersloher Weg,L 586,F,50,0,F,F,0,0,000122057
14204,148052911,5122,residential,Boelckeweg, ,B,30,0,F,F,0,0,00143633
14205,148055092,5122,residential,Langestraße, ,B,0,0,F,F,0,0,004847367
14206,148055096,5154,path, , ,B,0,0,F,F,0,8,86022E-05
14207,148055098,5122,residential,Caldeloerweg, ,B,0,0,F,F,0,0,00099695
14208,148065615,5114,secondary,Wolbecker Straße,L 793,B,50,0,F,F,0,0,00390942
14209,148065622,5122,residential,Lambertistraße, ,F,30,0,F,F,0,0,000988291
14210,148066398,5123,living_street,Alt Angelmodde, ,B,0,0,F,F,0,0,000561936
14211,148438031,5141,service, , ,B,0,0,F,F,0,0,00091751
14213,148585460,5122,residential,Zumsandestraße, ,F,30,0,F,F,0,0,000914882
14214,148585461,5122,residential,Zumsandestraße, ,B,0,0,F,F,0,0,000107191
14215,148585465,5122,residential,Lingener Straße, ,B,30,0,F,F,0,0,000627905
14216,148585467,5114,secondary,Hohenzollernring,L 586,B,50,0,F,F,0,0,000113197
14217,148585748,5141,service, , ,B,0,0,F,F,0,0,001027083
14218,148585752,5114,secondary,Hohenzollernring,L 586,B,50,0,F,F,0,0,002483238
14219,148750531,5154,path, , ,B,0,0,F,F,0,9,42153E-05
14220,148750532,5154,path, , ,B,0,0,F,F,0,0,000725984
14222,148858261,5122,residential,Alter Friesenweg, ,B,0,0,F,F,0,0,000710038
14223,148858262,5141,service, , ,B,0,0,F,F,0,0,002679421
14226,148861014,5154,path, , ,B,0,0,F,F,0,0,000126142
14227,148925824,5114,secondary,Hafenstraße,K 9,B,50,0,F,F,0,0,001583469
14228,148925825,5114,secondary,Hafenstraße,K 9,B,50,0,F,F,0,0,000419392
14229,148925964,5114,secondary,Moltkestraße,K 6,B,30,0,F,F,0,0,000669915
14230,148925965,5122,residential,Von-Kluck-Straße, ,B,30,0,F,F,0,0,002689456
14231,148925967,5114,secondary,Moltkestraße,K 6,B,30,0,F,F,0,0,002141
14232,148947422,5141,service, , ,F,0,0,F,F,0,0,000642922
14233,149602622,5154,path, , ,B,0,0,F,F,0,0,003357316
14234,149735814,5115,tertiary,Hohe Geest, ,B,50,0,F,F,0,0,007966455
14235,150181833,5134,secondary_link,Bahnhofstraße, ,F,50,0,F,F,0,0,000789494
14236,150732951,5142,track, , ,B,0,0,F,F,0,7,54192E-05
14237,151083763,5122,residential,Potthoffweg, ,F,30,0,F,F,0,0,001470882
14238,151084001,5154,path, , ,B,0,0,F,F,0,0,000507974
14239,151098909,5122,residential,Niedersachsenring, ,F,30,0,F,F,0,0,001129443
14244,151369349,5122,residential,Hoyastraße, ,B,30,0,F,F,0,0,001169406
14245,151372945,5154,path, , ,B,0,0,F,F,0,0,002246552
14246,151535069,5122,residential,Thomas-Morus-Weg, ,B,30,0,F,F,0,0,002734285
14247,151662821,5111,motorway, ,A 1,F,0,0,F,F,0,0,013474391
14248,151662823,5111,motorway, ,A 1,F,0,0,F,F,0,0,02931875
14249,151662825,5111,motorway, ,A 1,F,0,0,F,F,0,0,001975188
14250,151662835,5111,motorway, ,A 1,F,0,0,F,F,0,0,003286956
14251,151662838,5111,motorway, ,A 1,F,0,0,F,F,0,0,013743607
14256,151713880,5154,path, , ,B,0,0,F,F,0,0,000338907
14258,151715135,5144,track_grade2, , ,B,0,0,F,F,0,0,003992352
14259,151715237,5143,track_grade1, , ,B,0,0,F,F,0,0,001760972
14260,151715449,5143,track_grade1, , ,B,0,0,F,F,0,0,000450291
14261,151716140,5144,track_grade2, , ,B,0,0,F,F,0,0,001686959
14262,151716141,5143,track_grade1, , ,B,0,0,F,F,0,6,86676E-05
14263,151716259,5143,track_grade1, , ,B,0,0,F,F,0,7,79546E-05
14264,151716875,5144,track_grade2, , ,B,0,0,F,F,0,0,001466826
14271,151867100,5114,secondary,Hammer Straße,K 6,F,50,1,T,F,0,6,27057E-05
14272,151867107,5114,secondary,Hammer Straße,K 6,F,50,1,T,F,0,0,000123797
14274,151925782,5122,residential,Schnorrenburg, ,B,30,0,F,F,0,0,000151222
14275,152174006,5121,unclassified,Corrensstraße, ,F,50,0,F,F,0,0,000338731
14276,152273245,5111,motorway, ,A 1,F,0,0,F,F,0,0,00474784
14277,152273246,5111,motorway, ,A 1,F,0,0,F,F,0,0,007276483
14278,152273249,5111,motorway, ,A 1,F,0,0,F,F,0,0,001400793
14279,152273253,5111,motorway, ,A 1,F,0,1,T,F,0,0,000104
14280,152273254,5111,motorway, ,A 1,F,0,1,T,F,0,0,001041388
14281,152273256,5111,motorway, ,A 1,F,0,1,T,F,0,9,97859E-05
14282,152273259,5111,motorway, ,A 1,F,0,0,F,F,0,0,000585363
14283,152273260,5111,motorway, ,A 1,F,0,0,F,F,0,0,00050496
14284,152273261,5111,motorway, ,A 1,F,0,0,F,F,0,0,002656358
14285,152273263,5111,motorway, ,A 1,F,0,0,F,F,0,0,001536361
14286,152273266,5111,motorway, ,A 1,F,0,0,F,F,0,0,008858482
14287,152273272,5111,motorway, ,A 1,F,0,0,F,F,0,0,01250275
14288,152273275,5111,motorway, ,A 1,F,0,0,F,F,0,0,013270493
14289,152273276,5111,motorway, ,A 1,F,0,0,F,F,0,0,002733208
14290,152273277,5131,motorway_link, , ,F,0,0,F,F,0,0,002816806
14291,152358797,5113,primary,Steinfurter Straße,B 54,F,50,0,F,F,0,0,000749014
14292,152459758,5114,secondary,Hansestraße,K 11,B,50,0,F,F,0,0,006525345
14293,152459759,5122,residential,Zum Häpper, ,B,0,0,F,F,0,0,005798924
14294,152459760,5122,residential,Deermannstraße, ,B,30,0,F,F,0,0,002131899
14295,152459761,5114,secondary,Hansestraße,K 11,B,50,0,F,F,0,0,001713006
14296,152459762,5115,tertiary,Am Dornbusch,K 42,B,50,0,F,F,0,0,008508095
