OBJECTID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,ZuschlagPr,Shape_Length
32181,855337034,5154,path, , ,F,0,0,F,F,0,9,17754E-05
32182,855337035,5154,path, , ,B,0,0,F,F,0,0,000306486
32185,855433349,5154,path, , ,B,0,0,F,F,0,0,000566693
32186,855451762,5122,residential,Rückertstraße, ,B,0,0,F,F,0,0,00387764
32187,855451763,5154,path, , ,B,0,0,F,F,0,0,000762554
32188,855451764,5154,path, , ,B,0,0,F,F,0,0,000777634
32189,855451765,5141,service, , ,B,0,0,F,F,0,0,000302605
32190,855451768,5141,service, , ,B,0,0,F,F,0,0,000219685
32191,855451769,5141,service, , ,B,0,0,F,F,0,0,00032598
32192,855451771,5154,path, , ,B,0,0,F,F,0,0,000541202
32193,855451772,5154,path, , ,B,0,0,F,F,0,0,000631729
32194,855451773,5154,path, , ,B,0,0,F,F,0,0,001331868
32195,855451774,5154,path, , ,B,0,0,F,F,0,0,000327492
32196,855451775,5154,path, , ,B,0,0,F,F,0,0,000507166
32197,855451776,5154,path, , ,B,0,0,F,F,0,0,000265532
32198,855451777,5154,path, , ,B,0,0,F,F,0,4,96756E-05
32199,855451778,5154,path, , ,B,0,0,F,F,0,8,63975E-05
32200,855451779,5154,path, , ,B,0,0,F,F,0,3,55058E-05
32201,855451780,5154,path, , ,B,0,0,F,F,0,6,28685E-05
32202,855451781,5154,path, , ,B,0,0,F,F,0,8,88455E-05
32205,855451786,5154,path, , ,B,0,0,F,F,0,0,000374329
32206,855451787,5154,path, , ,B,0,0,F,F,0,0,000791529
32207,855451788,5154,path, , ,B,0,0,F,F,0,4,88447E-05
32209,855451790,5154,path, , ,B,0,0,F,F,0,7,71206E-05
32210,855451791,5141,service, , ,B,0,0,F,F,0,0,000291925
32211,855451792,5154,path, , ,B,0,0,F,F,0,0,000131433
32212,855451793,5141,service, , ,B,0,0,F,F,0,0,000274486
32213,855451794,5154,path, , ,B,0,0,F,F,0,8,12095E-05
32215,855451796,5154,path, , ,B,0,0,F,F,0,7,7306E-05
32217,855451798,5154,path, , ,B,0,0,F,F,0,3,11416E-05
32218,855451802,5154,path, , ,B,0,0,F,F,0,9,61702E-05
32219,855453263,5154,path, , ,B,0,0,F,F,0,3,89647E-05
32220,855453264,5154,path, , ,B,0,0,F,F,0,0,000292608
32221,855453265,5154,path, , ,B,0,0,F,F,0,5,01428E-05
32222,855453266,5154,path, , ,B,0,0,F,F,0,6,84942E-05
32224,855453268,5154,path, , ,B,0,0,F,F,0,5,37291E-05
32226,855453271,5154,path, , ,B,0,0,F,F,0,0,000119837
32227,855453272,5154,path, , ,B,0,0,F,F,0,9,93793E-05
32228,855456594,5154,path, , ,B,0,0,F,F,0,0,000104019
32229,855456596,5154,path, , ,B,0,0,F,F,0,2,02998E-05
32230,855457555,5154,path, , ,B,0,0,F,F,0,5,33606E-05
32231,855473397,5154,path, , ,B,0,0,F,F,0,0,000133402
32232,855473398,5154,path, , ,B,0,0,F,F,0,0,000123171
32233,855473399,5154,path, , ,B,0,0,F,F,0,0,00017618
32234,855473400,5154,path, , ,B,0,0,F,F,0,8,96839E-05
32235,855473401,5154,path, , ,B,0,0,F,F,0,0,000172629
32236,855473402,5154,path, , ,B,0,0,F,F,0,9,9588E-05
32237,855473403,5154,path, , ,B,0,0,F,F,0,0,000218877
32238,855778928,5154,path, , ,B,0,0,F,F,0,7,43952E-05
32239,855778929,5141,service, , ,B,0,0,F,F,0,0,000378611
32240,855778930,5141,service, , ,B,0,0,F,F,0,7,78539E-05
32241,855778931,5141,service, , ,B,0,0,F,F,0,0,00021185
32242,855778932,5141,service, , ,B,0,0,F,F,0,0,000271053
32243,855778933,5141,service, , ,B,0,0,F,F,0,0,000242062
32244,855778934,5141,service, , ,B,0,0,F,F,0,0,000366268
32245,855778935,5141,service, , ,B,0,0,F,F,0,0,000142077
32246,855778936,5141,service, , ,B,0,0,F,F,0,0,000518994
32247,855778937,5141,service, , ,B,0,0,F,F,0,0,00035822
32248,855778987,5141,service, , ,B,0,0,F,F,0,0,000120258
32249,855778988,5141,service, , ,B,0,0,F,F,0,0,000134397
32250,855778989,5141,service, , ,B,0,0,F,F,0,0,000128561
32251,855778990,5141,service, , ,B,0,0,F,F,0,0,000107967
32252,855778991,5141,service, , ,B,0,0,F,F,0,0,000111959
32253,855778993,5141,service, , ,B,0,0,F,F,0,8,80911E-05
32254,855778994,5154,path, , ,B,0,0,F,F,0,0,001166243
32255,855778995,5154,path, , ,B,0,0,F,F,0,0,000536533
32256,855779002,5154,path, , ,B,0,0,F,F,0,0,00050822
32257,855779003,5154,path, , ,B,0,0,F,F,0,2,4035E-05
32258,855779006,5154,path, , ,B,0,0,F,F,0,0,000367497
32259,855779008,5154,path, , ,B,0,0,F,F,0,0,000150558
32260,855779009,5154,path, , ,B,0,0,F,F,0,0,000167787
32261,855779010,5154,path, , ,B,0,0,F,F,0,0,000389313
32262,855779011,5154,path, , ,B,0,0,F,F,0,5,50913E-05
32263,855779012,5154,path, , ,B,0,0,F,F,0,9,33185E-05
32264,855779013,5154,path, , ,B,0,0,F,F,0,5,14899E-05
32265,855781612,5154,path, , ,B,0,0,F,F,0,4,45525E-05
32266,855781613,5154,path, , ,B,0,0,F,F,0,5,18678E-05
32267,855781615,5154,path, , ,B,0,0,F,F,0,5,49707E-05
32268,855781616,5154,path, , ,B,0,0,F,F,0,5,58646E-05
32269,855781617,5154,path, , ,B,0,0,F,F,0,7,04894E-05
32270,855820211,5154,path, , ,B,0,0,F,F,0,0,000322827
32271,855820212,5154,path, , ,B,0,0,F,F,0,2,45282E-05
32272,855820213,5154,path, , ,B,0,0,F,F,0,3,87831E-05
32273,855820214,5154,path, , ,B,0,0,F,F,0,5,14576E-05
32274,855820215,5154,path, , ,B,0,0,F,F,0,4,70506E-05
32275,855820216,5154,path, , ,B,0,0,F,F,0,5,89223E-05
32276,855820217,5154,path, , ,B,0,0,F,F,0,3,39844E-05
32277,855820218,5141,service, , ,B,0,0,F,F,0,0,000178145
32278,855820219,5154,path, , ,B,0,0,F,F,0,3,73966E-05
32279,855833417,5141,service, , ,B,0,0,F,F,0,0,001227783
32280,855841692,5141,service, , ,B,0,0,F,F,0,0,00069237
32281,855841693,5141,service, , ,B,0,0,F,F,0,0,000552081
32282,855841694,5141,service, , ,B,0,0,F,F,0,0,000797069
32283,855841696,5141,service, , ,B,0,0,F,F,0,0,00032072
32284,855858078,5141,service, , ,B,0,0,F,F,0,0,00069692
32285,855858079,5141,service, , ,B,0,0,F,F,0,0,002644915
32286,855867517,5141,service, , ,B,0,0,F,F,0,0,000771531
32287,855872368,5141,service, , ,B,0,0,F,F,0,0,000796443
32288,855874343,5115,tertiary,Telgter Straße,L 585,B,50,0,F,F,0,0,000722575
32289,855874344,5115,tertiary,Telgter Straße,L 585,B,50,0,F,F,0,0,000633018
32290,855880104,5115,tertiary,Dyckburgstraße,K 33,B,50,0,F,F,0,0,001654693
32291,855925007,5141,service, , ,B,0,0,F,F,0,0,000588199
32292,855925008,5141,service, , ,B,0,0,F,F,0,0,000528585
32293,855925009,5141,service, , ,B,0,0,F,F,0,0,000534844
32294,855925010,5141,service, , ,B,0,0,F,F,0,0,00053813
32295,855925011,5141,service, , ,B,0,0,F,F,0,0,000473743
32296,855949451,5141,service, , ,B,0,0,F,F,0,0,000325929
32297,855949452,5154,path, , ,B,0,0,F,F,0,1,82925E-05
32299,855949454,5154,path, , ,B,0,0,F,F,0,2,98808E-05
32300,855949455,5154,path, , ,B,0,0,F,F,0,0,000117639
32301,855949456,5154,path, , ,B,0,0,F,F,0,0,000119826
32302,855949461,5141,service, , ,B,0,0,F,F,0,0,000257002
32303,856020916,5142,track, , ,B,0,0,F,F,0,0,000460359
32304,856020917,5142,track, , ,B,0,0,F,F,0,0,000590303
32305,856241787,5141,service, , ,B,0,0,F,F,0,0,000626413
32306,856241788,5141,service, , ,B,0,0,F,F,0,0,0016922
32307,856265363,5141,service, , ,B,0,0,F,F,0,0,000445698
32308,856284127,5141,service, , ,B,0,0,F,F,0,0,000776898
32309,856319205,5141,service, , ,B,0,0,F,F,0,0,000359133
32310,856319206,5141,service, , ,B,0,0,F,F,0,0,000462511
32311,856336894,5141,service, , ,B,0,0,F,F,0,0,000324669
32312,856343932,5141,service, , ,B,0,0,F,F,0,0,000680384
32313,856343933,5141,service, , ,B,0,0,F,F,0,0,000235237
32314,856343934,5141,service, , ,B,0,0,F,F,0,8,42261E-05
32315,856343935,5141,service, , ,B,0,0,F,F,0,0,000258073
32316,856362237,5141,service, , ,B,0,0,F,F,0,0,00047798
32317,856382521,5141,service, , ,B,0,0,F,F,0,0,00085424
32318,856411363,5141,service, , ,B,0,0,F,F,0,0,000635798
32319,856421835,5142,track, , ,B,0,0,F,F,0,7,54245E-05
32320,856421836,5142,track, , ,B,0,0,F,F,0,0,000459982
32321,856421837,5142,track, , ,B,0,0,F,F,0,0,000537861
32322,856421838,5142,track, , ,B,0,0,F,F,0,0,000187336
32323,856479572,5141,service, , ,B,0,0,F,F,0,0,000287103
32324,856479573,5141,service, , ,B,0,0,F,F,0,0,000418532
32325,856482821,5141,service, , ,B,0,0,F,F,0,0,001058635
32326,856482822,5141,service, , ,B,0,0,F,F,0,0,000678605
32327,856520769,5154,path, , ,B,0,0,F,F,0,0,000123659
32328,856829903,5141,service, , ,B,0,0,F,F,0,0,000526044
32329,856829904,5141,service, , ,B,0,0,F,F,0,0,000576035
32330,856829905,5141,service, , ,B,0,0,F,F,0,0,000119383
32331,856829908,5154,path, , ,B,0,0,F,F,0,0,000555006
32332,856829909,5154,path, , ,B,0,0,F,F,0,8,941E-05
32333,856829910,5154,path, , ,B,0,0,F,F,0,8,97372E-05
32334,856829912,5141,service, , ,B,0,0,F,F,0,0,000318968
32335,856829917,5141,service, , ,B,0,0,F,F,0,0,000762484
32336,856829918,5141,service, , ,B,0,0,F,F,0,0,000430283
32337,856829919,5141,service, , ,B,0,0,F,F,0,0,0001485
32338,856829920,5141,service, , ,B,0,0,F,T,0,0,000220514
32339,856829921,5141,service, , ,B,0,0,F,F,0,0,000330254
32340,856829924,5141,service, , ,B,0,0,F,F,0,0,000531721
32341,856829925,5141,service, , ,B,0,0,F,F,0,0,00053744
32342,856832574,5141,service, , ,B,0,0,F,F,0,0,000142349
32343,856832575,5141,service, , ,B,0,0,F,F,0,0,000165043
32344,856849124,5154,path, , ,B,0,0,F,F,0,0,000155923
32345,856849125,5146,track_grade4, , ,B,0,0,F,F,0,0,002267965
32346,856849126,5154,path, , ,B,0,0,F,F,0,0,002741104
32347,857443535,5141,service, , ,B,0,0,F,F,0,0,000569323
32348,857443536,5141,service, , ,B,0,0,F,F,0,0,000745771
32349,857450691,5141,service, , ,B,0,0,F,F,0,0,0006801
32350,857490129,5141,service, , ,B,0,0,F,F,0,0,000206717
32351,857648985,5115,tertiary,Nienberger Straße,K 21,B,50,0,F,F,0,0,001160264
32352,857648986,5141,service, , ,B,0,0,F,F,0,0,000496497
32353,857648987,5141,service, , ,B,0,0,F,F,0,0,000856511
32378,858416354,5154,path, , ,B,0,0,F,F,0,0,000116675
32379,858508101,5154,path, , ,B,0,0,F,F,0,0,000434803
32380,858508104,5141,service, , ,B,0,0,F,F,0,0,000513475
32381,858513181,5154,path, , ,B,0,0,F,F,0,0,000540449
32382,858513183,5154,path, , ,B,0,0,F,F,0,0,000429828
32383,858513184,5154,path, , ,B,0,0,F,F,0,0,00059046
32384,858513185,5154,path, , ,B,0,-1,F,T,0,0,000138321
32385,858513186,5154,path, , ,B,0,0,F,F,0,0,000330875
32386,858513187,5154,path, , ,B,0,0,F,F,0,0,00020647
32387,858513188,5154,path, , ,B,0,0,F,F,0,0,000571674
32388,858543614,5154,path, , ,B,0,0,F,F,0,0,000139093
32389,858543615,5141,service, , ,B,0,0,F,F,0,0,000379802
32390,858842673,5154,path, , ,B,0,0,F,F,0,0,000215357
32391,858842674,5141,service, , ,B,0,0,F,F,0,0,000405924
32392,858842678,5141,service, , ,B,0,0,F,F,0,0,000458006
32394,858842682,5154,path, , ,B,0,0,F,F,0,0,000452968
32395,858842684,5154,path, , ,B,0,0,F,F,0,0,0003447
32398,858844268,5141,service, , ,B,0,0,F,F,0,0,000216997
32401,858865957,5141,service, , ,B,0,0,F,F,0,0,00014779
32402,858865959,5154,path, , ,B,0,0,F,F,0,0,000620399
32403,858936077,5154,path, , ,B,0,0,F,F,0,0,000220443
32405,859163135,5154,path, , ,B,0,0,F,F,0,0,000146475
32406,859166584,5154,path, , ,B,0,0,F,F,0,0,000265596
32407,859166585,5154,path, , ,B,0,0,F,F,0,8,06595E-05
32408,859166586,5154,path, , ,B,0,0,F,F,0,0,000204914
32410,859166589,5154,path, , ,B,0,0,F,F,0,2,0705E-05
32412,859166594,5154,path, , ,B,0,0,F,F,0,0,000153785
32413,859193513,5154,path, , ,B,0,0,F,F,0,0,000135854
32414,859193514,5154,path, , ,B,0,0,F,F,0,8,90644E-05
32415,859193515,5141,service, , ,B,0,0,F,F,0,0,000283902
32416,859193517,5154,path, , ,B,0,0,F,F,0,0,000385558
32417,859256340,5115,tertiary,Am Dornbusch,K 42,B,50,0,F,F,0,0,002628005
32419,859267201,5115,tertiary,Meesenstiege,K 42,B,50,0,F,F,0,0,001804945
32420,859267202,5115,tertiary,Meesenstiege,K 42,B,50,0,F,F,0,0,00078291
32421,859282084,5141,service, , ,B,0,0,F,F,0,0,000338546
32422,859282106,5141,service, , ,B,0,0,F,F,0,0,000148574
32423,859282108,5141,service, , ,B,0,0,F,F,0,0,000175122
32425,859424740,5141,service,Johann-Krane-Weg, ,B,0,0,F,F,0,0,000225958
32427,859424742,5141,service,Johann-Krane-Weg, ,B,0,0,F,F,0,0,000804936
32428,859424743,5141,service,Johann-Krane-Weg, ,B,0,0,F,F,0,0,000354233
32429,859552668,5154,path, , ,B,0,0,F,F,0,0,000131562
32430,859552669,5154,path, , ,B,0,0,F,F,0,9,0831E-05
32431,859574014,5113,primary,Schifffahrter Damm,B 481,F,70,0,F,F,0,0,000331863
32432,859577895,5113,primary,Schifffahrter Damm,B 481,F,70,0,F,F,0,0,001622733
32433,859577896,5141,service, , ,F,0,0,F,F,0,0,000503766
32434,859579777,5115,tertiary,Hessenweg, ,F,0,0,F,F,0,0,000373497
32435,859579778,5113,primary,Schifffahrter Damm,B 481,F,70,0,F,F,0,0,000132153
32436,859579779,5135,tertiary_link,Hessenweg, ,B,0,0,F,F,0,7,26652E-05
32437,859579780,5113,primary,Schifffahrter Damm,B 481,F,70,0,F,F,0,0,001216926
32438,859579782,5115,tertiary,Hessenweg, ,F,0,0,F,F,0,0,000190929
32439,859598184,5154,path, , ,B,0,0,F,F,0,0,000231569
32440,859598188,5154,path, , ,B,0,0,F,F,0,0,000148887
32441,859598189,5154,path, , ,B,0,0,F,F,0,0,000723654
32442,859598190,5154,path, , ,B,0,0,F,F,0,0,000193981
32443,859598191,5154,path, , ,B,0,0,F,F,0,4,64393E-05
32444,859600603,5154,path, , ,B,0,0,F,F,0,0,00039349
32445,859600604,5154,path, , ,B,0,0,F,F,0,0,000185317
32446,859600607,5154,path, , ,B,0,0,F,F,0,6,99E-05
32447,859676471,5115,tertiary,Sudmühlenstraße,K 7,B,50,0,F,F,0,0,002086333
32448,859676472,5115,tertiary,Sudmühlenstraße,K 7,B,50,0,F,F,0,0,001239713
32449,859676473,5115,tertiary,Alter Mühlenweg,K 16,B,50,0,F,F,0,0,000511923
32450,861002915,5141,service, , ,F,0,0,F,F,0,0,000443949
32451,861002916,5154,path, , ,B,0,0,F,F,0,0,001431319
32452,861002917,5154,path, , ,B,0,0,F,F,0,0,000526943
32453,861002918,5154,path, , ,B,0,0,F,F,0,0,001009618
32454,861002919,5113,primary,Schifffahrter Damm,B 481,F,70,0,F,F,0,0,000644819
32456,863790565,5154,path, , ,B,0,0,F,F,0,0,000477609
32457,863790566,5154,path, , ,B,0,0,F,F,0,0,000333217
32458,863790570,5154,path, , ,B,0,0,F,F,0,5,56028E-05
32459,863790571,5154,path, , ,B,0,0,F,F,0,0,00010167
32460,863790572,5154,path, , ,B,0,0,F,F,0,0,000134228
32461,863790573,5154,path, , ,B,0,0,F,F,0,3,52414E-05
32462,863790574,5154,path, , ,B,0,0,F,F,0,4,86645E-05
32463,863971113,5114,secondary,Warendorfer Straße,L 843,B,50,0,F,F,0,0,00015303
32464,864037481,5141,service, , ,B,0,0,F,F,0,0,000436728
32465,864037482,5141,service, , ,B,0,0,F,F,0,0,000695674
32466,864154225,5141,service, , ,B,0,0,F,F,0,0,001149502
32467,864169034,5141,service, , ,B,0,0,F,F,0,0,00179303
32468,864538418,5141,service, , ,B,0,0,F,F,0,0,003438187
32469,864610340,5141,service, , ,B,0,0,F,F,0,8,6408E-05
32470,865275033,5141,service, , ,B,0,0,F,F,0,0,000721922
32471,865275034,5141,service, , ,B,0,0,F,F,0,0,000474317
32472,865275035,5141,service, , ,B,0,0,F,F,0,0,000665535
32473,865276423,5154,path, , ,B,0,0,F,F,0,0,001128664
32475,865289240,5154,path, , ,B,0,0,F,F,0,0,001241401
32476,865289241,5141,service, , ,B,0,0,F,F,0,0,000700936
32477,865318913,5122,residential,Stolbergstraße, ,B,30,-1,F,T,0,0,000461504
32478,865321924,5122,residential,Rudolfstraße, ,B,30,0,F,F,0,0,00266275
32479,865321925,5122,residential,Heisstraße, ,B,30,0,F,F,0,6,6654E-05
32480,866144594,5141,service, , ,B,0,0,F,F,0,0,001367926
32481,866180483,5141,service, , ,B,0,0,F,F,0,0,000563825
32482,866180484,5141,service, , ,B,0,0,F,F,0,0,000375264
32483,866180485,5141,service, , ,B,0,0,F,F,0,0,000741594
32484,866620791,5122,residential,Rudolfstraße, ,B,30,0,F,F,0,0,001814149
32491,868291299,5141,service, , ,B,0,0,F,F,0,0,001540245
32492,868613259,5141,service, , ,B,0,0,F,F,0,0,000589132
32493,868630046,5141,service, , ,B,0,0,F,F,0,0,000431627
32494,868632670,5141,service, , ,B,0,0,F,F,0,0,000608327
32495,868639994,5141,service, , ,B,0,0,F,F,0,0,000459515
32496,868685083,5141,service, , ,B,0,0,F,F,0,0,000838821
32497,868958570,5141,service, , ,B,0,0,F,F,0,0,000392049
32498,869002453,5141,service, , ,B,0,0,F,F,0,0,000601079
32509,870141072,5141,service, , ,B,0,0,F,F,0,0,000873477
32510,871430553,5122,residential,Schulte-Hermann-Straße, ,B,30,0,F,F,0,0,000604735
32511,872006335,5141,service, , ,B,0,0,F,F,0,0,000269745
32512,872386528,5122,residential,Am Schütthook, ,B,0,0,F,F,0,0,000412873
32515,874086614,5122,residential,Kiesekampweg, ,B,50,0,F,F,0,0,001482362
32523,874086622,5122,residential,Coerheide, ,B,30,0,F,F,0,6,36265E-05
32524,874086623,5141,service, , ,B,0,0,F,F,0,0,003829864
32525,874086624,5121,unclassified,Hessenweg, ,B,50,0,F,F,0,0,006560189
32531,876175461,5141,service, , ,B,0,0,F,F,0,0,000343279
32532,876175462,5122,residential,Bismarckallee, ,F,30,0,F,F,0,0,00024615
32540,876175470,5122,residential,Bismarckallee, ,F,30,0,F,F,0,0,002789559
32541,876213855,5122,residential,Marienkirchweg, ,B,30,0,F,F,0,0,000344374
32542,877720440,5141,service, , ,B,0,0,F,F,0,0,000779752
32544,880859424,5141,service, , ,B,0,0,F,F,0,0,001136251
32545,880909071,5122,residential,Jeilerstraße, ,B,0,0,F,F,0,0,00026393
32546,880909075,5141,service, , ,B,0,0,F,F,0,0,000509162
32547,880909076,5141,service, , ,B,0,0,F,F,0,0,000455076
32551,880934649,5154,path, , ,B,0,0,F,F,0,0,000311286
32554,880956234,5141,service, , ,B,0,0,F,F,0,0,000582584
32557,880973518,5154,path, , ,B,0,0,F,F,0,0,000104656
32565,880973526,5143,track_grade1, , ,B,0,0,F,F,0,0,00026069
32566,880973527,5122,residential,Alte Schanze, ,B,30,0,F,F,0,9,36374E-05
32567,880973528,5141,service, , ,B,0,0,F,F,0,0,000271423
32569,880997005,5115,tertiary,Zum Rieselfeld,K 7,B,50,0,F,F,0,0,000243478
32570,880997006,5115,tertiary,Zum Rieselfeld,K 7,B,50,1,T,F,0,0,000149679
32576,880997012,5122,residential,Kristiansandstraße, ,B,50,0,F,F,0,0,000318364
32583,880997019,5122,residential,Kristiansandstraße, ,F,50,0,F,F,0,0,000836404
32586,881039293,5141,service, , ,B,0,0,F,F,0,0,00070117
32588,881051508,5143,track_grade1, , ,B,0,0,F,F,0,0,000434642
32589,881051509,5143,track_grade1, , ,B,0,1,T,F,0,0,000402646
32591,881745729,5141,service, , ,B,0,-1,F,T,0,0,000539663
32592,881863129,5141,service, , ,F,0,0,F,F,0,0,000288638
32593,881863130,5141,service, , ,F,7,0,F,F,0,0,000174304
32596,881863133,5154,path, , ,B,0,0,F,F,0,0,000285157
32597,881915290,5141,service, , ,B,0,0,F,F,0,0,001373539
32598,881924937,5154,path, , ,B,0,0,F,F,0,0,001930137
32599,881948266,5154,path, , ,B,0,0,F,F,0,0,00035525
32600,881948267,5141,service, , ,B,0,0,F,F,0,0,000413711
32601,881948271,5141,service, , ,B,0,0,F,F,0,0,000257947
32603,882130163,5141,service, , ,B,0,-1,F,T,0,0,000176162
32604,882763487,5154,path, , ,B,0,0,F,F,0,0,001053735
32606,883127580,5115,tertiary,Alte Schifffahrt,K 45,B,0,0,F,F,0,0,001180571
32607,883127581,5121,unclassified,Coerheide, ,B,50,0,F,F,0,0,001531235
32609,883127583,5143,track_grade1, , ,B,0,0,F,F,0,0,000140234
32616,883945799,5147,track_grade5, , ,B,0,0,F,F,0,0,002842369
32617,885746689,5141,service, , ,B,0,0,F,F,0,0,003038225
32618,885746690,5141,service, , ,B,0,0,F,F,0,0,00024597
32619,886141766,5141,service,Vogelsang, ,B,0,0,F,F,0,0,001364557
32620,887716896,5141,service, , ,B,0,0,F,F,0,0,000385641
32621,887863241,5122,residential,Klosterstraße, ,F,30,0,F,F,0,0,00032184
32622,888081353,5141,service, , ,B,0,0,F,F,0,0,000281595
32623,888864336,5113,primary,Westfalenstraße,B 54,B,30,0,F,F,0,0,00101682
32624,888864337,5113,primary,Westfalenstraße,B 54,B,30,0,F,F,0,0,002034831
32626,889309784,5154,path, , ,B,0,0,F,F,0,0,001460502
32627,889417444,5141,service, , ,B,0,0,F,F,0,0,000715054
32628,889452193,5141,service, , ,B,0,0,F,F,0,0,000529514
32629,889577275,5141,service, , ,B,0,0,F,F,0,0,001114817
32630,890015009,5141,service, , ,B,0,0,F,F,0,0,00051646
32638,890532226,5144,track_grade2, , ,B,0,0,F,F,0,0,000189411
32642,891212792,5141,service, , ,B,0,0,F,F,0,0,000195437
32643,891212793,5141,service, , ,B,0,0,F,F,0,0,000228134
32644,891212794,5141,service, , ,B,0,0,F,T,0,0,000155597
32645,891243677,5154,path, , ,B,0,0,F,F,0,0,002017405
32646,891488306,5141,service, , ,B,0,0,F,F,0,0,000239945
32647,891488307,5141,service, , ,B,0,0,F,F,0,0,00016125
32648,891941628,5122,residential,Am Dill, ,B,30,0,F,F,0,0,000563084
32649,892135542,5141,service, , ,B,0,0,F,F,0,0,00111701
32650,892142200,5141,service, , ,B,0,0,F,F,0,0,00168991
32651,892152231,5141,service, , ,B,0,0,F,F,0,0,001000496
32652,892154643,5141,service, , ,B,0,0,F,F,0,0,000769057
32653,892169327,5141,service, , ,B,0,0,F,F,0,0,000699201
32654,892187953,5141,service, , ,B,0,0,F,F,0,0,000722441
32655,892244666,5141,service, , ,B,0,0,F,F,0,0,000439923
32656,892282715,5141,service, , ,B,0,0,F,F,0,0,00065342
32657,892388116,5141,service, , ,B,0,0,F,F,0,0,000769714
32658,892513713,5142,track, , ,B,0,0,F,F,0,0,002028097
32659,892513714,5142,track, , ,B,0,0,F,F,0,0,000687535
32660,892528958,5141,service, , ,B,0,0,F,F,0,0,000659395
32661,892528959,5141,service, , ,B,0,0,F,F,0,0,001108389
32662,892547103,5141,service, , ,B,0,0,F,F,0,0,001029707
32663,892584152,5141,service, , ,B,0,0,F,F,0,0,000963473
32664,892619572,5122,residential,Emmy-Herzog-Platz, ,F,30,0,F,F,0,0,00047296
32665,892619575,5141,service, , ,B,0,0,F,F,0,0,000316527
32666,892631305,5122,residential,Anne-Henscheid-Weg, ,B,30,0,F,F,0,0,000593178
32667,892634551,5141,service, , ,B,0,0,F,F,0,0,000259857
32668,892634552,5141,service, , ,B,0,0,F,F,0,0,000251611
32669,892634553,5141,service, , ,B,0,0,F,F,0,0,000250121
32670,892636822,5122,residential,Anna-Krückmann-Weg, ,B,30,0,F,F,0,0,000739781
32671,892644989,5141,service, , ,B,0,0,F,F,0,0,000197928
32672,892644990,5141,service, , ,B,0,0,F,F,0,0,000207621
